season,season_label,date,location,outcome,point_margin,opponent,opp_conference,started,minutes,fg,fga,fg_pct,fg3,fg3a,ft,fta,rebounds,assists,steals,blocks,turnovers,points,game_score,double_double,triple_double,age
1,1996-97,1996-11-03,Home,W,6,MIN,Western,0,6.22,0,1,0.0,0,0,0,0,1,0,0,1,1,0,-1.1,0,0,18
1,1996-97,1996-11-05,Away,W,6,NYK,Eastern,0,3.16,0,1,0.0,0,0,1,2,0,0,0,0,1,1,-1.1,0,0,18
1,1996-97,1996-11-06,Away,L,-10,CHH,Eastern,0,6.49,2,3,0.667,1,2,0,0,0,0,0,0,3,5,0.7,0,0,18
1,1996-97,1996-11-08,Away,L,-1,TOR,Eastern,0,17.15,3,8,0.375,2,3,2,4,3,0,0,1,0,10,5.2,0,0,18
1,1996-97,1996-11-10,Home,W,7,ATL,Eastern,0,8.25,0,3,0.0,0,0,2,2,3,1,0,0,0,2,1.9,0,0,18
1,1996-97,1996-11-12,Away,W,11,HOU,Western,0,5.03,1,2,0.5,0,1,0,0,1,0,0,0,2,2,-0.7,0,0,18
1,1996-97,1996-11-13,Away,L,-12,SAS,Western,0,6.06,2,2,1.0,1,1,1,1,0,0,1,0,0,6,5.6,0,0,18
1,1996-97,1996-11-15,Home,W,7,LAC,Western,0,7.01,1,4,0.25,0,2,2,3,0,0,0,0,1,4,-1.4,0,0,18
1,1996-97,1996-11-17,Away,W,14,PHO,Western,0,14.29,5,8,0.625,4,6,2,2,2,2,0,0,4,16,10.4,0,0,18
1,1996-97,1996-11-19,Away,W,3,GSW,Western,0,7.47,0,2,0.0,0,1,3,4,2,1,0,0,1,3,0.7,0,0,18
1,1996-97,1996-11-20,Home,L,-16,UTA,Western,0,20.32,4,5,0.8,3,3,0,0,1,1,0,1,2,11,8.4,0,0,18
1,1996-97,1996-11-26,Away,W,12,PHI,Eastern,0,20.52,4,10,0.4,2,5,2,2,1,1,0,0,3,12,4.2,0,0,18
1,1996-97,1996-11-27,Away,L,-16,BOS,Eastern,0,19.33,1,7,0.143,0,3,0,0,4,1,0,1,2,2,-2.7,0,0,18
1,1996-97,1996-11-29,Away,W,8,DET,Eastern,0,6.35,0,1,0.0,0,0,1,2,1,0,0,1,0,1,0.9,0,0,18
1,1996-97,1996-12-01,Home,W,8,DEN,Western,0,2.41,1,2,0.5,0,0,0,0,1,0,0,0,1,2,0.3,0,0,18
1,1996-97,1996-12-04,Away,L,-26,UTA,Western,0,13.24,2,6,0.333,0,0,4,6,3,2,0,0,1,8,5.1,0,0,18
1,1996-97,1996-12-08,Home,W,24,MIN,Western,0,22.02,3,10,0.3,0,3,5,6,3,3,2,2,3,11,8.2,0,0,18
1,1996-97,1996-12-10,Away,W,2,SAC,Western,0,6.07,0,1,0.0,0,1,0,0,1,1,1,0,1,0,0.3,0,0,18
1,1996-97,1996-12-17,Away,L,-6,CHI,Eastern,0,9.48,2,5,0.4,1,2,0,2,1,0,0,1,0,5,2.1,0,0,18
1,1996-97,1996-12-18,Away,W,6,MIL,Eastern,0,7.49,0,0,,0,0,0,0,3,1,0,1,1,0,2.1,0,0,18
1,1996-97,1996-12-21,Away,L,-15,MIN,Western,0,11.38,2,3,0.667,1,2,0,0,1,0,0,1,3,5,0.9,0,0,18
1,1996-97,1996-12-25,Away,W,21,PHO,Western,0,5.12,0,2,0.0,0,1,0,0,1,0,0,0,0,0,-1.5,0,0,18
1,1996-97,1996-12-29,Home,W,13,PHI,Eastern,0,6.31,0,1,0.0,0,0,0,0,1,0,1,0,1,0,-1.6,0,0,18
1,1996-97,1997-01-02,Away,W,7,SAC,Western,0,10.29,2,3,0.667,0,1,0,0,1,2,1,0,0,4,4.2,0,0,18
1,1996-97,1997-01-03,Home,W,7,SAC,Western,0,22.16,6,10,0.6,0,2,9,10,5,1,2,2,0,21,22.0,0,0,18
1,1996-97,1997-01-05,Away,W,13,VAN,Western,0,28.48,6,9,0.667,1,1,3,4,5,3,1,0,2,16,14.3,0,0,18
1,1996-97,1997-01-06,Away,L,-4,POR,Western,0,23.12,3,9,0.333,1,3,1,2,2,2,2,0,2,8,3.3,0,0,18
1,1996-97,1997-01-08,Home,W,4,CHH,Eastern,0,21.32,4,13,0.308,0,2,1,2,1,2,2,1,2,9,3.1,0,0,18
1,1996-97,1997-01-10,Home,W,9,MIA,Eastern,0,7.46,1,3,0.333,0,1,0,0,3,0,0,0,2,2,-0.4,0,0,18
1,1996-97,1997-01-14,Home,W,10,VAN,Western,0,5.34,1,6,0.167,0,2,0,0,0,0,1,0,0,2,-1.2,0,0,18
1,1996-97,1997-01-18,Home,L,-3,DET,Eastern,0,32.2,8,13,0.615,3,5,2,2,2,5,1,0,4,21,15.8,0,0,18
1,1996-97,1997-01-20,Home,W,10,DAL,Western,0,13.24,3,7,0.429,0,0,0,0,2,1,1,0,5,6,-0.8,0,0,18
1,1996-97,1997-01-24,Home,W,17,GSW,Western,0,24.54,4,8,0.5,1,4,8,8,6,4,1,0,3,17,16.0,0,0,18
1,1996-97,1997-01-26,Away,W,1,SEA,Western,0,17.02,3,6,0.5,1,1,0,0,1,1,1,0,3,7,3.4,0,0,18
1,1996-97,1997-01-28,Away,W,19,DAL,Western,1,31.45,5,11,0.455,0,3,2,3,3,2,2,1,3,12,7.9,0,0,18
1,1996-97,1997-01-29,Away,W,7,SAS,Western,1,29.51,6,12,0.5,3,7,4,4,4,0,2,2,3,19,14.2,0,0,18
1,1996-97,1997-02-02,Home,W,30,WSB,Eastern,0,24.0,2,9,0.222,0,1,9,9,3,3,0,0,1,13,9.5,0,0,18
1,1996-97,1997-02-04,Away,L,-22,LAC,Western,0,22.32,2,10,0.2,0,2,2,2,3,0,2,0,2,6,0.3,0,0,18
1,1996-97,1997-02-05,Home,W,16,CHI,Eastern,0,12.4,2,7,0.286,1,2,0,0,3,0,0,1,0,5,2.9,0,0,18
1,1996-97,1997-02-12,Away,W,16,MIN,Western,0,11.02,0,4,0.0,0,0,2,3,2,3,0,1,1,2,1.2,0,0,18
1,1996-97,1997-02-13,Away,W,15,DEN,Western,0,20.0,4,10,0.4,1,2,0,0,2,3,1,0,1,9,5.9,0,0,18
1,1996-97,1997-02-16,Home,L,-11,SEA,Western,0,12.55,0,3,0.0,0,1,0,0,1,0,0,0,2,0,-4.6,0,0,18
1,1996-97,1997-02-19,Home,L,-19,CLE,Eastern,1,23.27,3,7,0.429,2,4,2,2,2,0,0,2,1,10,6.1,0,0,18
1,1996-97,1997-02-21,Home,W,8,VAN,Western,0,5.15,1,1,1.0,0,0,0,0,1,0,0,0,2,2,0.0,0,0,18
1,1996-97,1997-02-23,Home,L,-6,NYK,Eastern,0,3.47,0,2,0.0,0,1,0,0,1,0,0,0,0,0,-1.5,0,0,18
1,1996-97,1997-02-28,Away,L,-11,ATL,Eastern,0,1.23,0,1,0.0,0,0,0,0,0,0,0,0,0,0,-0.7,0,0,18
1,1996-97,1997-03-02,Away,L,-16,IND,Eastern,0,21.28,4,9,0.444,0,1,2,2,1,1,0,0,1,10,5.3,0,0,18
1,1996-97,1997-03-04,Away,W,10,DAL,Western,0,6.18,0,2,0.0,0,1,0,0,2,0,0,0,0,0,-0.4,0,0,18
1,1996-97,1997-03-07,Home,L,-21,HOU,Western,0,17.23,3,10,0.3,0,4,2,2,1,1,1,0,1,8,2.8,0,0,18
1,1996-97,1997-03-09,Home,W,10,NJN,Eastern,0,26.02,3,6,0.5,1,3,5,5,2,2,2,1,0,12,12.9,0,0,18
1,1996-97,1997-03-12,Home,W,8,GSW,Western,0,18.17,6,10,0.6,4,6,2,3,1,0,3,0,3,18,12.1,0,0,18
1,1996-97,1997-03-14,Home,L,-2,LAC,Western,0,26.07,6,13,0.462,3,4,1,2,4,1,3,0,1,16,12.8,0,0,18
1,1996-97,1997-03-16,Home,W,8,TOR,Eastern,0,22.35,2,9,0.222,2,7,4,4,5,1,0,0,1,10,5.3,0,0,18
1,1996-97,1997-03-17,Away,W,19,DEN,Western,0,10.21,3,7,0.429,2,4,0,0,0,1,2,0,1,8,6.0,0,0,18
1,1996-97,1997-03-20,Away,W,13,CLE,Eastern,0,2.58,0,1,0.0,0,0,0,0,1,1,0,0,2,0,-2.1,0,0,18
1,1996-97,1997-03-21,Away,L,-1,MIA,Eastern,0,2.56,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18
1,1996-97,1997-03-23,Away,L,-26,ORL,Eastern,0,18.44,3,6,0.5,0,1,2,2,2,4,0,0,4,8,4.4,0,0,18
1,1996-97,1997-03-24,Away,W,25,NJN,Eastern,0,8.48,2,3,0.667,0,0,2,3,1,0,0,0,1,6,4.0,0,0,18
1,1996-97,1997-03-26,Home,W,22,MIL,Eastern,1,32.02,7,14,0.5,2,4,3,4,1,4,2,0,1,19,15.3,0,0,18
1,1996-97,1997-03-27,Away,W,4,VAN,Western,1,42.41,6,16,0.375,1,5,7,7,8,4,3,0,3,20,16.8,0,0,18
1,1996-97,1997-04-01,Away,W,2,SEA,Western,0,12.1,4,5,0.8,1,1,0,0,1,1,0,0,2,9,4.1,0,0,18
1,1996-97,1997-04-02,Home,W,25,DEN,Western,0,16.28,2,6,0.333,0,0,2,2,3,3,1,0,1,6,5.6,0,0,18
1,1996-97,1997-04-04,Home,L,-11,SAS,Western,0,17.18,4,6,0.667,0,1,7,7,0,3,0,0,3,15,10.7,0,0,18
1,1996-97,1997-04-06,Home,W,7,DAL,Western,0,21.45,3,9,0.333,2,4,5,5,2,3,3,0,1,13,11.8,0,0,18
1,1996-97,1997-04-08,Away,W,24,GSW,Western,0,24.42,9,11,0.818,2,3,4,7,2,3,1,0,5,24,16.6,0,0,18
1,1996-97,1997-04-09,Away,L,-12,UTA,Western,0,33.27,3,12,0.25,1,2,4,6,2,3,1,0,2,11,4.3,0,0,18
1,1996-97,1997-04-11,Home,W,16,PHO,Western,1,27.59,3,7,0.429,1,2,0,0,1,1,1,0,1,7,3.9,0,0,18
1,1996-97,1997-04-13,Home,W,2,UTA,Western,0,15.3,3,5,0.6,0,1,6,6,1,4,0,1,1,12,12.9,0,0,18
1,1996-97,1997-04-17,Home,W,9,SAC,Western,0,15.47,1,4,0.25,0,1,1,2,2,1,1,0,3,3,-1.3,0,0,18
1,1996-97,1997-04-18,Away,W,28,LAC,Western,0,14.46,0,0,,0,0,5,8,1,2,0,0,2,5,3.1,0,0,18
1,1996-97,1997-04-20,Away,L,-4,POR,Western,0,3.47,0,0,,0,0,2,2,1,1,0,1,2,2,1.7,0,0,18
2,1997-98,1997-10-31,Home,W,17,UTA,Western,0,32.57,5,13,0.385,0,2,13,14,3,5,1,0,1,23,19.5,0,0,19
2,1997-98,1997-11-04,Away,W,3,SAC,Western,0,21.06,2,10,0.2,0,2,0,0,3,3,2,1,3,4,0.9,0,0,19
2,1997-98,1997-11-07,Home,W,5,NYK,Eastern,0,19.3,1,9,0.111,0,2,2,3,1,1,1,0,0,4,-1.1,0,0,19
2,1997-98,1997-11-09,Home,W,35,GSW,Western,0,23.44,11,18,0.611,2,3,1,2,3,5,3,1,0,25,24.9,0,0,19
2,1997-98,1997-11-16,Home,W,26,VAN,Western,0,16.13,2,6,0.333,1,4,6,6,1,1,0,0,2,11,5.8,0,0,19
2,1997-98,1997-11-18,Away,W,5,UTA,Western,0,28.58,4,10,0.4,0,2,11,12,5,2,0,2,2,19,15.1,0,0,19
2,1997-98,1997-11-19,Home,W,25,MIN,Western,0,33.31,9,18,0.5,1,5,1,1,3,3,2,0,2,20,13.2,0,0,19
2,1997-98,1997-11-23,Home,W,17,LAC,Western,0,29.06,8,21,0.381,0,2,8,9,5,4,4,0,1,24,19.4,0,0,19
2,1997-98,1997-11-25,Away,L,-17,MIA,Eastern,0,27.06,7,21,0.333,1,5,1,5,2,3,3,0,2,16,6.2,0,0,19
2,1997-98,1997-11-26,Away,W,15,BOS,Eastern,0,27.58,5,11,0.455,1,1,3,8,5,2,1,0,7,14,3.6,0,0,19
2,1997-98,1997-11-28,Away,L,-10,PHI,Eastern,0,22.41,7,11,0.636,3,5,2,5,2,1,0,1,4,19,9.7,0,0,19
2,1997-98,1997-11-30,Home,W,6,TOR,Eastern,0,18.44,2,8,0.25,0,1,2,2,5,3,1,0,2,6,2.6,0,0,19
2,1997-98,1997-12-03,Away,W,18,DEN,Western,0,23.58,3,10,0.3,1,3,3,4,4,5,0,2,2,10,7.9,0,0,19
2,1997-98,1997-12-05,Home,W,10,SAS,Western,0,27.09,4,10,0.4,1,3,8,8,4,5,3,0,0,17,19.3,0,0,19
2,1997-98,1997-12-07,Home,L,-10,CLE,Eastern,0,28.35,5,15,0.333,2,4,9,10,4,2,0,0,1,21,12.1,0,0,19
2,1997-98,1997-12-08,Away,L,-6,POR,Western,0,25.08,6,14,0.429,1,3,6,8,2,1,1,0,3,19,8.9,0,0,19
2,1997-98,1997-12-10,Away,L,-1,GSW,Western,0,30.15,7,15,0.467,2,3,4,8,6,4,1,0,2,20,15.5,0,0,19
2,1997-98,1997-12-12,Home,W,17,HOU,Western,0,25.47,8,15,0.533,2,4,9,10,5,1,2,0,1,27,22.5,0,0,19
2,1997-98,1997-12-14,Home,W,30,DAL,Western,0,31.57,12,21,0.571,3,7,3,4,3,3,0,0,2,30,19.9,0,0,19
2,1997-98,1997-12-16,Away,W,13,MIN,Western,0,23.1,7,15,0.467,0,2,5,5,6,0,0,0,1,19,11.7,0,0,19
2,1997-98,1997-12-17,Away,L,-21,CHI,Eastern,0,29.06,12,20,0.6,3,5,6,9,3,2,0,0,0,33,24.1,0,0,19
2,1997-98,1997-12-19,Away,W,2,ATL,Eastern,0,30.52,7,16,0.438,1,4,4,6,2,1,3,0,2,19,11.7,0,0,19
2,1997-98,1997-12-20,Away,W,9,CHH,Eastern,0,26.28,5,14,0.357,1,3,2,2,1,1,0,0,1,13,4.4,0,0,19
2,1997-98,1997-12-22,Away,W,11,HOU,Western,0,26.28,6,13,0.462,2,4,5,6,5,0,2,1,2,19,13.7,0,0,19
2,1997-98,1997-12-26,Home,W,4,LAC,Western,0,26.56,7,15,0.467,2,5,0,1,1,2,0,1,1,16,7.7,0,0,19
2,1997-98,1997-12-28,Home,L,-6,BOS,Eastern,0,25.38,5,11,0.455,0,2,7,10,0,1,2,1,2,17,9.9,0,0,19
2,1997-98,1997-12-30,Home,W,13,SAC,Western,0,28.21,4,10,0.4,0,1,4,6,4,1,0,1,2,12,5.6,0,0,19
2,1997-98,1998-01-02,Home,W,10,ATL,Eastern,0,24.05,5,8,0.625,2,3,0,0,3,4,2,0,3,12,11.1,0,0,19
2,1997-98,1998-01-04,Home,L,-6,PHI,Eastern,0,31.28,6,18,0.333,1,3,7,11,6,4,2,0,0,20,13.6,0,0,19
2,1997-98,1998-01-06,Away,W,13,VAN,Western,0,24.32,6,10,0.6,1,1,3,3,2,2,2,0,1,16,14.4,0,0,19
2,1997-98,1998-01-07,Home,W,12,MIL,Eastern,0,20.09,4,7,0.571,0,1,9,10,2,2,2,1,3,17,14.6,0,0,19
2,1997-98,1998-01-09,Away,W,10,LAC,Western,0,26.43,4,11,0.364,0,2,7,7,0,2,2,1,1,15,10.8,0,0,19
2,1997-98,1998-01-11,Home,L,-5,CHH,Eastern,0,14.22,3,9,0.333,0,2,0,0,2,1,0,0,1,6,0.8,0,0,19
2,1997-98,1998-01-14,Home,W,18,DEN,Western,0,23.06,3,8,0.375,1,3,7,8,3,5,0,0,2,14,11.6,0,0,19
2,1997-98,1998-01-17,Home,W,9,MIA,Eastern,0,26.47,6,9,0.667,1,2,8,9,5,2,0,0,4,21,15.2,0,0,19
2,1997-98,1998-01-19,Home,W,3,ORL,Eastern,0,31.02,4,7,0.571,1,2,7,7,2,1,1,1,1,16,15.1,0,0,19
2,1997-98,1998-01-21,Away,W,10,PHO,Western,0,34.22,7,12,0.583,3,4,8,10,5,3,0,1,2,25,20.1,0,0,19
2,1997-98,1998-01-24,Away,L,-6,SEA,Western,0,33.19,6,14,0.429,1,4,5,8,4,0,0,1,3,18,6.7,0,0,19
2,1997-98,1998-01-28,Home,L,-11,NJN,Eastern,0,34.38,10,19,0.526,0,3,6,8,5,0,0,0,2,26,15.4,0,0,19
2,1997-98,1998-01-30,Home,W,7,MIN,Western,0,29.58,7,16,0.438,2,3,6,9,3,7,0,0,4,22,13.4,0,0,19
2,1997-98,1998-02-01,Home,W,25,CHI,Eastern,0,26.21,7,16,0.438,2,6,4,7,4,1,2,0,1,20,11.7,0,0,19
2,1997-98,1998-02-04,Home,W,7,POR,Western,0,28.36,6,10,0.6,1,2,13,13,4,4,3,1,1,26,26.9,0,0,19
2,1997-98,1998-02-10,Away,L,-12,POR,Western,1,30.02,6,13,0.462,2,3,3,5,4,2,1,1,1,17,12.0,0,0,19
2,1997-98,1998-02-11,Home,W,6,GSW,Western,0,22.22,5,11,0.455,0,0,1,2,5,0,0,0,4,11,2.8,0,0,19
2,1997-98,1998-02-13,Home,L,-5,SEA,Western,0,40.45,4,13,0.308,0,4,7,7,3,6,0,1,1,15,12.3,0,0,19
2,1997-98,1998-02-15,Home,L,-2,HOU,Western,0,33.09,8,15,0.533,2,5,0,0,2,0,1,0,2,18,10.3,0,0,19
2,1997-98,1998-02-18,Away,L,-7,PHO,Western,0,24.01,3,8,0.375,0,1,2,2,4,4,2,0,4,8,4.8,0,0,19
2,1997-98,1998-02-19,Home,W,39,DEN,Western,0,34.43,7,10,0.7,0,0,7,8,4,7,0,0,0,21,22.5,0,0,19
2,1997-98,1998-02-22,Away,L,-2,ORL,Eastern,0,36.43,6,15,0.4,2,3,4,5,3,4,2,0,2,18,12.8,0,0,19
2,1997-98,1998-02-24,Away,W,17,MIL,Eastern,0,24.41,3,12,0.25,1,1,5,5,5,2,0,0,1,12,6.3,0,0,19
2,1997-98,1998-02-25,Away,W,7,IND,Eastern,0,22.33,1,8,0.125,0,0,6,6,3,2,1,0,6,8,-0.3,0,0,19
2,1997-98,1998-02-27,Away,W,13,MIN,Western,0,25.59,4,12,0.333,1,4,5,6,3,4,1,1,2,14,9.4,0,0,19
2,1997-98,1998-03-01,Away,L,-12,NYK,Eastern,0,26.35,4,15,0.267,1,5,5,5,5,0,0,0,1,14,4.0,0,0,19
2,1997-98,1998-03-02,Away,L,-10,WAS,Eastern,0,12.21,2,7,0.286,0,1,0,0,1,1,0,0,1,4,-0.1,0,0,19
2,1997-98,1998-03-04,Home,W,9,IND,Eastern,0,21.22,3,8,0.375,0,0,9,14,3,1,0,0,4,15,5.4,0,0,19
2,1997-98,1998-03-06,Home,W,7,SAS,Western,0,21.2,1,6,0.167,0,2,5,6,1,2,1,2,1,7,5.9,0,0,19
2,1997-98,1998-03-08,Home,W,7,DET,Eastern,0,18.37,2,7,0.286,0,2,0,0,3,0,1,0,1,4,1.2,0,0,19
2,1997-98,1998-03-11,Home,W,14,POR,Western,0,20.09,4,10,0.4,1,2,4,5,2,2,0,0,1,13,7.8,0,0,19
2,1997-98,1998-03-12,Away,W,23,LAC,Western,0,11.41,2,9,0.222,1,2,1,2,3,1,0,0,4,6,-2.7,0,0,19
2,1997-98,1998-03-15,Away,W,9,VAN,Western,0,25.16,4,7,0.571,1,1,4,7,3,5,0,2,1,13,13.7,0,0,19
2,1997-98,1998-03-16,Away,L,-12,SEA,Western,0,13.57,0,1,0.0,0,1,0,0,0,2,0,0,1,0,-1.1,0,0,19
2,1997-98,1998-03-18,Home,W,6,PHO,Western,0,27.48,1,10,0.1,0,3,8,9,3,6,0,3,1,10,9.2,0,0,19
2,1997-98,1998-03-20,Home,W,13,SEA,Western,0,17.58,3,7,0.429,2,3,8,8,1,2,2,0,2,16,14.0,0,0,19
2,1997-98,1998-03-22,Away,W,3,SAC,Western,0,25.19,2,9,0.222,0,2,8,12,6,3,0,0,2,12,6.0,0,0,19
2,1997-98,1998-03-23,Away,W,21,DEN,Western,0,32.07,8,12,0.667,2,4,5,5,3,3,2,0,2,23,20.4,0,0,19
2,1997-98,1998-03-25,Home,W,23,SAC,Western,0,21.13,3,7,0.429,1,3,4,5,1,3,0,0,5,11,3.9,0,0,19
2,1997-98,1998-03-28,Away,L,-15,UTA,Western,0,26.53,0,4,0.0,0,2,2,2,0,3,4,1,2,2,3.6,0,0,19
2,1997-98,1998-03-29,Home,W,27,WAS,Eastern,0,22.35,5,12,0.417,0,1,5,5,5,2,0,1,1,15,11.2,0,0,19
2,1997-98,1998-03-31,Away,W,9,TOR,Eastern,0,25.27,7,13,0.538,2,4,1,1,2,5,1,1,3,17,13.1,0,0,19
2,1997-98,1998-04-02,Away,W,11,NJN,Eastern,0,25.08,7,11,0.636,1,2,5,9,4,2,1,0,2,20,13.9,0,0,19
2,1997-98,1998-04-03,Away,W,12,CLE,Eastern,0,23.03,3,8,0.375,1,2,0,0,1,5,1,0,3,7,2.8,0,0,19
2,1997-98,1998-04-05,Away,W,2,DET,Eastern,0,27.01,2,11,0.182,0,4,2,2,3,1,2,2,1,6,2.3,0,0,19
2,1997-98,1998-04-08,Home,W,11,VAN,Western,0,26.14,4,10,0.4,1,5,5,6,1,4,0,2,5,14,6.5,0,0,19
2,1997-98,1998-04-10,Home,L,-9,PHO,Western,0,29.05,2,11,0.182,2,6,6,8,2,3,1,1,1,12,7.7,0,0,19
2,1997-98,1998-04-11,Away,W,12,GSW,Western,0,23.47,4,9,0.444,2,3,0,0,1,1,0,1,2,10,4.6,0,0,19
2,1997-98,1998-04-13,Away,W,24,SAS,Western,0,25.46,5,10,0.5,0,2,5,6,1,3,0,2,3,15,9.6,0,0,19
2,1997-98,1998-04-14,Away,W,16,DAL,Western,0,28.25,6,11,0.545,1,1,6,7,4,1,0,0,2,19,11.2,0,0,19
2,1997-98,1998-04-17,Home,W,29,DAL,Western,0,26.35,5,8,0.625,1,3,6,7,7,4,0,0,3,17,14.1,0,0,19
2,1997-98,1998-04-19,Home,W,4,UTA,Western,0,36.43,10,19,0.526,1,5,4,6,2,3,2,2,2,25,19.0,0,0,19
3,1998-99,1999-02-05,Home,W,8,HOU,Western,1,43.38,8,21,0.381,2,3,7,9,10,2,2,3,2,25,18.4,1,0,20
3,1998-99,1999-02-07,Home,L,-9,UTA,Western,1,41.27,7,12,0.583,0,1,2,2,12,3,0,2,5,16,10.9,1,0,20
3,1998-99,1999-02-08,Away,W,5,SAS,Western,1,41.31,8,19,0.421,1,4,2,2,10,2,2,2,4,19,11.5,1,0,20
3,1998-99,1999-02-10,Away,W,5,DEN,Western,1,38.11,8,15,0.533,1,2,4,5,10,5,1,0,3,21,16.2,1,0,20
3,1998-99,1999-02-11,Away,L,-11,MIN,Western,1,37.45,8,21,0.381,0,3,8,9,10,2,2,1,1,24,18.6,1,0,20
3,1998-99,1999-02-14,Home,L,-2,IND,Eastern,1,34.45,6,12,0.5,1,4,5,6,2,0,2,2,3,18,10.6,0,0,20
3,1998-99,1999-02-16,Home,W,28,CHH,Eastern,1,30.53,8,14,0.571,0,1,0,0,9,5,2,2,4,16,14.6,0,0,20
3,1998-99,1999-02-17,Home,W,13,DAL,Western,1,30.5,8,15,0.533,0,0,7,8,9,4,1,0,3,23,18.4,0,0,20
3,1998-99,1999-02-19,Home,W,12,SAS,Western,1,41.52,9,19,0.474,0,0,3,4,8,6,1,1,3,21,14.6,0,0,20
3,1998-99,1999-02-21,Away,L,-3,SEA,Western,1,40.22,8,20,0.4,1,6,6,6,13,2,1,0,4,23,14.1,1,0,20
3,1998-99,1999-02-22,Away,L,-4,DEN,Western,1,45.32,8,15,0.533,1,3,9,11,13,9,1,0,4,26,23.9,1,0,20
3,1998-99,1999-02-23,Away,L,-10,VAN,Western,1,35.24,5,21,0.238,0,6,1,3,5,2,0,0,5,11,-5.8,0,0,20
3,1998-99,1999-02-25,Away,W,15,LAC,Western,1,24.4,2,6,0.333,0,1,3,4,6,2,1,0,2,7,5.4,0,0,20
3,1998-99,1999-02-26,Home,W,16,LAC,Western,1,33.46,7,10,0.7,0,0,8,10,4,0,1,2,6,22,12.2,0,0,20
3,1998-99,1999-02-28,Home,W,16,HOU,Western,1,39.36,8,20,0.4,0,2,2,2,5,3,1,1,4,18,7.7,0,0,20
3,1998-99,1999-03-01,Away,W,6,PHO,Western,1,26.56,3,11,0.273,0,1,4,5,4,2,1,1,3,10,2.8,0,0,20
3,1998-99,1999-03-03,Home,W,6,PHO,Western,1,42.02,11,19,0.579,0,0,10,12,5,5,2,4,4,32,28.1,0,0,20
3,1998-99,1999-03-05,Home,W,3,SEA,Western,1,43.19,8,15,0.533,0,0,4,4,5,2,1,1,2,20,15.3,0,0,20
3,1998-99,1999-03-07,Away,W,8,UTA,Western,1,37.37,7,16,0.438,0,2,10,13,4,1,0,1,5,24,10.8,0,0,20
3,1998-99,1999-03-09,Away,W,4,LAC,Western,1,28.05,4,7,0.571,0,0,8,10,2,5,2,0,4,16,12.8,0,0,20
3,1998-99,1999-03-10,Home,W,19,LAC,Western,1,27.3,4,14,0.286,0,0,1,2,4,4,0,0,3,9,1.0,0,0,20
3,1998-99,1999-03-12,Home,W,11,GSW,Western,1,41.58,7,13,0.538,0,0,4,4,4,3,5,1,2,18,17.5,0,0,20
3,1998-99,1999-03-14,Away,L,-4,SAC,Western,1,42.36,11,19,0.579,1,6,6,6,10,4,2,0,6,29,22.3,1,0,20
3,1998-99,1999-03-16,Away,W,6,MIN,Western,1,38.59,6,12,0.5,1,2,8,10,9,3,0,0,0,21,18.6,0,0,20
3,1998-99,1999-03-18,Away,L,-7,CLE,Eastern,1,36.47,4,12,0.333,0,1,6,6,4,5,0,0,2,14,8.3,0,0,20
3,1998-99,1999-03-19,Away,L,-15,PHI,Eastern,1,40.23,9,16,0.563,1,4,4,4,2,2,1,1,5,23,13.7,0,0,20
3,1998-99,1999-03-21,Away,W,11,ORL,Eastern,1,44.37,15,24,0.625,2,2,6,7,3,4,2,1,4,38,28.0,0,0,20
3,1998-99,1999-03-22,Away,W,3,DAL,Western,1,36.36,8,17,0.471,0,0,5,5,2,2,2,1,1,21,16.0,0,0,20
3,1998-99,1999-03-24,Home,L,-5,PHO,Western,1,38.51,10,22,0.455,0,3,5,7,3,2,1,2,5,25,11.7,0,0,20
3,1998-99,1999-03-26,Home,L,-2,SAC,Western,1,39.57,10,17,0.588,1,1,5,6,0,6,2,3,2,26,24.0,0,0,20
3,1998-99,1999-03-28,Home,W,8,NYK,Eastern,1,39.13,11,20,0.55,0,0,7,8,5,3,5,1,2,29,25.1,0,0,20
3,1998-99,1999-03-29,Home,W,18,VAN,Western,1,33.59,7,17,0.412,0,1,6,6,3,3,3,3,2,20,17.4,0,0,20
3,1998-99,1999-04-02,Away,W,1,PHO,Western,1,40.58,7,20,0.35,0,0,4,4,3,4,2,2,4,18,8.7,0,0,20
3,1998-99,1999-04-03,Home,L,-5,GSW,Western,1,38.55,5,15,0.333,0,1,7,9,2,2,1,0,2,17,8.3,0,0,20
3,1998-99,1999-04-05,Home,W,13,DEN,Western,1,36.43,8,12,0.667,4,4,6,7,2,3,0,0,0,26,23.1,0,0,20
3,1998-99,1999-04-06,Home,L,-13,UTA,Western,1,35.3,6,14,0.429,0,2,3,4,2,3,0,1,1,15,9.2,0,0,20
3,1998-99,1999-04-07,Away,W,15,SAC,Western,1,42.29,7,18,0.389,0,1,4,4,2,7,6,0,8,18,10.1,0,0,20
3,1998-99,1999-04-09,Home,W,7,MIN,Western,1,36.56,7,14,0.5,1,3,3,4,3,7,1,0,1,18,16.4,0,0,20
3,1998-99,1999-04-11,Home,L,-4,SEA,Western,1,44.19,8,21,0.381,0,4,9,10,5,9,1,0,0,25,20.3,0,0,20
3,1998-99,1999-04-13,Away,L,-27,POR,Western,1,39.03,7,19,0.368,0,2,6,7,0,2,0,0,2,20,8.1,0,0,20
