season,season_label,date,location,outcome,point_margin,opponent,opp_conference,started,minutes,fg,fga,fg_pct,fg3,fg3a,ft,fta,rebounds,assists,steals,blocks,turnovers,points,game_score,double_double,triple_double,age
6,2001-02,2002-02-12,Home,W,9,WAS,Eastern,1,43.04,9,20,0.45,0,1,5,9,11,15,1,1,2,23,23.7,0,1,23
6,2001-02,2002-02-14,Away,W,5,SEA,Western,1,42.09,8,21,0.381,0,0,7,10,7,10,2,1,1,23,21.9,1,0,23
6,2001-02,2002-02-15,Home,L,-3,ATL,Eastern,1,42.28,7,13,0.538,0,1,7,11,2,10,2,1,6,21,17.0,1,0,23
6,2001-02,2002-02-17,Away,L,-6,POR,Western,1,42.59,11,26,0.423,0,4,6,6,5,2,1,1,3,28,14.6,0,0,23
6,2001-02,2002-02-19,Home,L,-1,BOS,Eastern,1,40.54,11,25,0.44,1,2,4,5,4,9,1,0,2,27,18.8,0,0,23
6,2001-02,2002-02-21,Away,W,7,CLE,Eastern,1,40.04,13,24,0.542,0,1,6,11,6,6,2,0,2,32,23.6,0,0,23
6,2001-02,2002-02-22,Away,W,2,CHH,Eastern,1,43.58,8,19,0.421,0,3,5,6,9,6,3,1,5,21,16.5,0,0,23
6,2001-02,2002-02-24,Away,W,16,NYK,Eastern,1,41.35,10,18,0.556,1,1,6,6,6,5,3,0,3,27,23.3,0,0,23
6,2001-02,2002-02-26,Away,W,10,MIL,Eastern,1,38.36,13,25,0.52,0,2,1,1,4,6,1,0,2,27,19.1,0,0,23
6,2001-02,2002-02-27,Away,L,-11,MIN,Western,1,41.52,8,25,0.32,0,0,4,4,5,11,0,0,2,20,11.7,1,0,23
6,2001-02,2002-03-01,Home,W,12,IND,Eastern,1,36.55,8,17,0.471,0,1,9,12,3,3,1,1,5,25,14.0,0,0,23
6,2001-02,2002-03-06,Away,L,-8,UTA,Western,1,39.12,7,19,0.368,1,3,11,12,5,4,2,0,5,26,16.4,0,0,23
6,2001-02,2002-03-10,Home,W,14,NYK,Eastern,1,43.43,7,14,0.5,0,2,4,4,2,7,0,1,1,18,14.2,0,0,23
6,2001-02,2002-03-12,Home,W,41,CHH,Eastern,1,30.55,8,17,0.471,0,1,7,10,7,4,4,0,1,23,21.0,0,0,23
6,2001-02,2002-03-14,Away,W,8,GSW,Western,1,39.3,7,14,0.5,0,0,7,8,7,6,0,1,3,21,17.2,0,0,23
6,2001-02,2002-03-15,Home,W,6,LAC,Western,1,38.06,12,26,0.462,2,2,7,10,3,2,3,0,1,33,21.5,0,0,23
6,2001-02,2002-03-17,Home,W,2,DAL,Western,1,41.22,5,14,0.357,1,1,3,3,9,11,1,0,1,14,16.2,1,0,23
6,2001-02,2002-03-19,Away,L,-16,DAL,Western,1,34.49,4,18,0.222,0,2,4,7,8,3,0,0,1,12,1.3,0,0,23
6,2001-02,2002-03-20,Away,L,-18,SAS,Western,1,27.4,9,16,0.563,0,0,2,4,1,0,0,0,7,20,4.1,0,0,23
6,2001-02,2002-03-22,Home,W,12,DET,Eastern,1,35.45,8,17,0.471,0,0,2,2,7,7,4,0,2,18,17.5,0,0,23
6,2001-02,2002-03-24,Away,W,1,SAC,Western,1,37.37,12,21,0.571,0,1,5,8,4,4,2,0,5,29,17.7,0,0,23
6,2001-02,2002-03-26,Home,W,5,CLE,Eastern,1,31.24,7,10,0.7,1,2,2,3,7,3,0,0,0,17,16.6,0,0,23
6,2001-02,2002-03-27,Away,L,-12,PHO,Western,1,40.29,9,20,0.45,0,1,18,20,4,3,0,0,5,36,23.9,0,0,23
6,2001-02,2002-03-29,Home,W,12,POR,Western,1,40.59,12,26,0.462,0,1,10,11,7,6,2,0,0,34,27.3,0,0,23
6,2001-02,2002-03-31,Home,W,1,SAS,Western,1,46.56,11,24,0.458,0,0,9,9,9,3,1,1,6,31,18.3,0,0,23
6,2001-02,2002-04-02,Away,W,20,WAS,Eastern,1,33.03,6,13,0.462,0,0,2,2,2,6,1,0,4,14,7.9,0,0,23
6,2001-02,2002-04-03,Away,L,-2,NJN,Eastern,1,44.21,14,30,0.467,0,1,5,5,4,3,1,0,3,33,19.3,0,0,23
6,2001-02,2002-04-05,Away,L,-18,BOS,Eastern,1,38.02,5,25,0.2,0,2,16,18,6,2,1,1,2,26,11.0,0,0,23
6,2001-02,2002-04-07,Away,W,8,MIA,Eastern,1,38.02,8,12,0.667,0,0,3,3,11,4,0,0,2,19,17.9,1,0,23
6,2001-02,2002-04-09,Home,W,30,UTA,Western,1,34.2,8,16,0.5,0,0,6,7,4,5,1,2,4,22,15.5,0,0,23
6,2001-02,2002-04-11,Home,W,13,MIN,Western,1,37.4,9,20,0.45,0,1,10,10,3,2,0,0,2,28,16.3,0,0,23
6,2001-02,2002-04-14,Away,L,-8,POR,Western,1,50.4,6,15,0.4,0,2,11,14,7,9,3,2,6,23,18.9,0,0,23
6,2001-02,2002-04-15,Home,W,7,SEA,Western,1,31.06,7,16,0.438,1,3,4,4,5,4,2,0,3,19,12.7,0,0,23
6,2001-02,2002-04-17,Home,W,14,SAC,Western,1,28.48,9,17,0.529,0,4,3,3,4,5,1,0,2,21,16.0,0,0,23
7,2002-03,2002-10-29,Home,L,-5,SAS,Western,1,42.45,9,29,0.31,1,2,8,12,10,5,4,2,6,27,15.4,1,0,24
7,2002-03,2002-10-30,Away,L,-12,POR,Western,1,37.27,9,18,0.5,3,7,4,4,10,2,2,2,3,25,20.0,1,0,24
7,2002-03,2002-11-01,Away,W,15,LAC,Western,1,40.41,12,18,0.667,1,2,8,8,15,12,2,1,4,33,37.6,0,1,24
7,2002-03,2002-11-03,Home,W,3,POR,Western,1,50.28,11,19,0.579,2,6,9,11,14,12,1,0,4,33,32.9,0,1,24
7,2002-03,2002-11-05,Away,L,-19,CLE,Eastern,1,40.31,5,13,0.385,1,1,4,4,13,9,2,0,5,15,15.5,1,0,24
7,2002-03,2002-11-07,Away,L,-3,BOS,Eastern,1,46.24,17,47,0.362,0,8,7,7,9,4,4,0,5,41,19.0,0,0,24
7,2002-03,2002-11-08,Away,L,-1,WAS,Eastern,1,38.18,8,21,0.381,0,0,11,11,6,4,0,2,2,27,17.9,0,0,24
7,2002-03,2002-11-12,Home,L,-12,ATL,Eastern,1,45.02,8,22,0.364,0,2,5,7,6,8,4,1,2,21,18.9,0,0,24
7,2002-03,2002-11-15,Home,W,7,GSW,Western,1,45.39,18,40,0.45,1,3,8,10,4,4,3,1,1,45,28.9,0,0,24
7,2002-03,2002-11-17,Home,L,-4,HOU,Western,1,44.55,18,37,0.486,1,2,9,11,6,4,0,1,3,46,27.6,0,0,24
7,2002-03,2002-11-19,Away,L,-26,DAL,Western,1,32.53,7,21,0.333,0,1,2,4,5,3,3,0,5,16,4.5,0,0,24
7,2002-03,2002-11-20,Away,L,-7,SAS,Western,1,43.2,8,25,0.32,0,2,8,12,8,7,4,1,1,24,19.1,0,0,24
7,2002-03,2002-11-22,Home,W,13,CHI,Eastern,1,38.57,7,14,0.5,1,3,6,11,10,7,5,1,6,21,20.0,1,0,24
7,2002-03,2002-11-24,Home,W,12,MIL,Eastern,1,44.08,6,15,0.4,0,3,3,3,11,11,1,0,2,15,16.5,0,1,24
7,2002-03,2002-11-26,Away,L,-12,MIA,Eastern,1,32.28,8,14,0.571,1,4,4,7,7,4,3,0,2,21,18.3,0,0,24
7,2002-03,2002-11-27,Away,L,-10,ORL,Eastern,1,46.02,14,31,0.452,0,0,10,13,10,4,1,2,3,38,24.7,1,0,24
7,2002-03,2002-11-29,Away,W,6,MEM,Western,1,48.08,18,35,0.514,2,4,7,9,6,5,2,0,5,45,29.6,0,0,24
7,2002-03,2002-12-01,Home,L,-3,MIN,Western,1,40.47,9,15,0.6,1,3,3,5,5,11,0,1,5,22,19.6,1,0,24
7,2002-03,2002-12-03,Home,W,10,MEM,Western,1,41.21,11,16,0.688,1,2,1,1,10,11,1,3,3,24,28.4,0,1,24
7,2002-03,2002-12-04,Away,L,-8,UTA,Western,1,41.0,5,14,0.357,0,2,7,7,5,5,3,0,5,17,12.2,0,0,24
7,2002-03,2002-12-06,Home,W,2,DAL,Western,1,41.59,10,19,0.526,1,2,6,6,9,7,1,1,6,27,20.2,0,0,24
7,2002-03,2002-12-08,Home,W,9,UTA,Western,1,38.41,9,18,0.5,0,1,7,9,4,14,5,0,5,25,24.6,1,0,24
7,2002-03,2002-12-10,Away,L,-4,GSW,Western,1,41.45,6,12,0.5,1,1,6,7,5,14,3,0,5,19,19.9,1,0,24
7,2002-03,2002-12-13,Home,L,-16,NOH,Western,1,42.3,6,16,0.375,0,0,4,6,2,5,1,0,2,16,9.1,0,0,24
7,2002-03,2002-12-15,Home,W,23,ORL,Eastern,1,33.47,6,15,0.4,0,1,9,9,6,8,0,2,8,21,12.9,0,0,24
7,2002-03,2002-12-17,Away,L,-16,MIN,Western,1,38.45,6,14,0.429,0,0,3,4,7,6,1,1,2,15,12.8,0,0,24
7,2002-03,2002-12-19,Away,L,-27,NJN,Eastern,1,43.26,8,29,0.276,0,1,5,5,5,5,1,1,4,21,6.2,0,0,24
7,2002-03,2002-12-20,Away,L,-3,PHI,Eastern,1,51.29,16,35,0.457,2,5,10,10,4,10,1,2,5,44,29.9,1,0,24
7,2002-03,2002-12-22,Away,W,2,TOR,Eastern,1,46.29,12,25,0.48,2,2,5,8,2,5,2,1,5,31,17.7,0,0,24
7,2002-03,2002-12-25,Home,L,-6,SAC,Western,1,46.1,7,24,0.292,1,4,12,15,15,6,2,1,6,27,18.4,1,0,24
7,2002-03,2002-12-28,Away,W,19,DEN,Western,1,35.28,15,26,0.577,2,4,7,7,6,6,2,0,4,39,29.6,0,0,24
7,2002-03,2002-12-29,Home,W,16,TOR,Eastern,1,35.23,5,15,0.333,0,1,3,3,9,12,2,1,3,13,14.5,1,0,24
7,2002-03,2003-01-04,Away,L,-14,PHO,Western,1,42.06,15,32,0.469,0,8,7,9,7,7,4,2,2,37,29.0,0,0,24
7,2002-03,2003-01-05,Home,W,12,PHO,Western,1,45.41,13,29,0.448,1,5,4,6,12,7,2,1,1,31,26.1,1,0,24
7,2002-03,2003-01-07,Home,W,21,SEA,Western,1,37.11,16,28,0.571,12,18,1,1,3,3,1,1,2,45,33.7,0,0,24
7,2002-03,2003-01-10,Home,W,16,CLE,Eastern,1,33.57,7,12,0.583,0,2,7,10,10,11,4,1,5,21,25.0,0,1,24
7,2002-03,2003-01-12,Home,W,25,MIA,Eastern,1,37.37,12,21,0.571,0,3,12,13,3,4,4,0,4,36,29.4,0,0,24
7,2002-03,2003-01-15,Away,W,8,NOH,Western,1,46.04,12,28,0.429,2,3,10,10,11,4,2,2,2,36,29.1,1,0,24
7,2002-03,2003-01-17,Away,L,-4,HOU,Western,1,49.05,5,21,0.238,2,6,10,12,11,9,3,0,4,22,15.9,1,0,24
7,2002-03,2003-01-20,Home,W,4,LAC,Western,1,45.27,8,18,0.444,1,3,9,9,8,11,3,2,4,26,26.3,1,0,24
7,2002-03,2003-01-22,Home,L,-4,GSW,Western,1,39.16,9,17,0.529,3,5,2,3,3,7,2,1,5,23,15.8,0,0,24
7,2002-03,2003-01-24,Home,L,-6,NJN,Eastern,1,40.58,4,14,0.286,1,2,2,3,7,5,2,0,1,11,10.2,0,0,24
7,2002-03,2003-01-29,Away,W,9,PHO,Western,1,45.58,15,29,0.517,0,1,10,11,5,4,1,1,4,40,26.5,0,0,24
7,2002-03,2003-01-31,Away,W,11,SAC,Western,1,42.52,14,29,0.483,3,6,7,8,5,5,1,1,4,38,24.8,0,0,24
7,2002-03,2003-02-01,Home,W,12,UTA,Western,1,43.53,12,25,0.48,2,3,16,18,3,4,3,1,2,42,33.5,0,0,24
7,2002-03,2003-02-04,Away,W,3,IND,Eastern,1,42.03,12,31,0.387,1,5,10,10,7,2,2,2,7,35,18.4,0,0,24
7,2002-03,2003-02-06,Away,W,5,NYK,Eastern,1,41.34,17,27,0.63,4,4,8,11,6,3,2,1,6,46,31.7,0,0,24
7,2002-03,2003-02-11,Home,W,28,DEN,Western,1,31.28,12,20,0.6,1,3,17,21,2,5,4,0,1,42,38.3,0,0,24
7,2002-03,2003-02-12,Away,W,11,DEN,Western,1,31.2,15,28,0.536,3,8,18,20,3,2,2,0,0,51,40.5,0,0,24
7,2002-03,2003-02-14,Home,L,-8,SAS,Western,1,44.53,19,41,0.463,2,3,4,6,6,4,4,2,7,44,25.1,0,0,24
7,2002-03,2003-02-16,Home,L,-7,NYK,Eastern,1,42.27,14,31,0.452,3,5,9,10,4,5,2,0,3,40,26.0,0,0,24
7,2002-03,2003-02-18,Home,W,7,HOU,Western,1,53.54,19,38,0.5,3,9,11,11,8,7,0,3,5,52,35.8,0,0,24
7,2002-03,2003-02-19,Away,W,6,UTA,Western,1,39.31,15,29,0.517,4,6,6,9,6,1,1,0,3,40,24.6,0,0,24
7,2002-03,2003-02-21,Home,W,8,POR,Western,1,41.57,15,32,0.469,3,7,7,9,7,1,5,2,4,40,27.2,0,0,24
7,2002-03,2003-02-23,Home,W,5,SEA,Western,1,41.57,13,34,0.382,1,6,14,16,5,3,3,0,3,41,24.8,0,0,24
7,2002-03,2003-02-25,Home,W,11,LAC,Western,1,40.42,11,26,0.423,1,5,9,10,6,3,5,1,5,32,22.4,0,0,24
7,2002-03,2003-02-27,Home,W,10,DET,Eastern,1,43.41,10,22,0.455,1,2,9,10,2,1,3,1,1,30,21.4,0,0,24
7,2002-03,2003-02-28,Away,L,-17,SEA,Western,1,44.05,10,27,0.37,4,11,10,14,4,9,1,0,1,34,23.8,0,0,24
7,2002-03,2003-03-05,Home,W,2,IND,Eastern,1,42.31,9,26,0.346,0,3,2,3,10,5,3,1,3,20,11.4,1,0,24
7,2002-03,2003-03-07,Home,W,10,MIN,Western,1,42.36,12,24,0.5,2,4,4,4,4,7,3,0,0,30,27.1,0,0,24
7,2002-03,2003-03-09,Home,W,14,PHI,Eastern,1,42.52,8,20,0.4,0,2,12,13,8,9,0,2,5,28,20.7,0,0,24
7,2002-03,2003-03-11,Away,L,-17,CHI,Eastern,1,43.22,13,26,0.5,1,4,9,13,5,5,2,0,3,36,24.2,0,0,24
7,2002-03,2003-03-12,Away,L,-23,DET,Eastern,1,40.22,9,23,0.391,2,3,1,1,3,4,0,1,4,21,7.7,0,0,24
7,2002-03,2003-03-14,Away,W,7,MIN,Western,1,37.12,11,24,0.458,1,2,7,7,6,3,3,1,0,30,25.2,0,0,24
7,2002-03,2003-03-15,Away,W,4,MIL,Eastern,1,43.23,6,14,0.429,0,2,8,9,9,4,2,2,5,20,14.9,0,0,24
7,2002-03,2003-03-17,Away,W,17,LAC,Western,1,38.34,8,16,0.5,1,2,9,12,7,6,1,1,3,26,21.0,0,0,24
7,2002-03,2003-03-20,Away,L,-8,SAC,Western,1,45.03,11,30,0.367,1,5,11,15,13,3,0,0,2,34,21.4,1,0,24
7,2002-03,2003-03-21,Home,W,8,BOS,Eastern,1,30.4,5,11,0.455,0,2,3,3,3,7,1,1,2,13,11.2,0,0,24
7,2002-03,2003-03-23,Away,L,-9,SAS,Western,1,40.21,11,30,0.367,1,6,8,10,9,0,3,0,3,31,14.7,0,0,24
7,2002-03,2003-03-25,Away,W,17,ATL,Eastern,1,38.02,11,21,0.524,4,6,2,2,10,6,3,0,2,28,25.5,1,0,24
7,2002-03,2003-03-26,Away,W,3,HOU,Western,1,44.16,10,22,0.455,0,1,11,12,9,5,1,0,5,31,21.0,0,0,24
7,2002-03,2003-03-28,Home,W,14,WAS,Eastern,1,41.23,15,29,0.517,9,13,16,18,5,3,3,0,3,55,41.5,0,0,24
7,2002-03,2003-03-30,Away,L,-21,SEA,Western,1,37.05,5,13,0.385,4,8,0,0,2,5,3,0,4,14,8.8,0,0,24
7,2002-03,2003-03-31,Home,W,16,MEM,Western,1,40.59,10,23,0.435,3,5,6,6,5,8,6,1,4,29,25.9,0,0,24
7,2002-03,2003-04-03,Away,W,11,DAL,Western,1,44.15,7,21,0.333,0,4,5,7,8,6,3,1,3,19,12.4,0,0,24
7,2002-03,2003-04-04,Away,W,1,MEM,Western,1,40.09,7,15,0.467,3,5,4,4,7,6,1,0,5,21,14.4,0,0,24
7,2002-03,2003-04-06,Home,W,2,PHO,Western,1,48.41,10,25,0.4,1,6,5,5,8,7,2,2,7,26,15.4,0,0,24
7,2002-03,2003-04-08,Home,W,9,DAL,Western,1,39.45,4,16,0.25,1,4,5,7,8,4,2,0,3,14,6.2,0,0,24
7,2002-03,2003-04-10,Home,W,13,SAC,Western,1,45.47,13,31,0.419,0,4,8,8,7,6,4,0,0,34,28.2,0,0,24
7,2002-03,2003-04-13,Away,L,-2,POR,Western,1,41.43,11,19,0.579,1,2,13,14,6,7,1,0,4,36,29.2,0,0,24
7,2002-03,2003-04-15,Home,W,22,DEN,Western,1,25.53,8,16,0.5,3,6,13,14,8,4,2,1,2,32,29.9,0,0,24
7,2002-03,2003-04-16,Away,W,6,GSW,Western,1,42.14,16,28,0.571,3,7,9,10,6,4,0,0,3,44,32.0,0,0,24
8,2003-04,2003-11-01,Away,W,4,PHO,Western,1,36.3,4,12,0.333,0,1,7,10,6,4,0,1,2,15,8.7,0,0,25
8,2003-04,2003-11-02,Home,W,15,GSW,Western,1,35.03,7,12,0.583,2,3,5,5,4,2,5,1,4,21,18.5,0,0,25
8,2003-04,2003-11-04,Away,W,6,MIL,Eastern,1,40.22,10,22,0.455,2,4,9,10,7,8,1,2,0,31,30.1,0,0,25
8,2003-04,2003-11-06,Away,W,3,SAS,Western,1,48.56,16,29,0.552,1,4,4,5,5,2,4,0,2,37,26.8,0,0,25
8,2003-04,2003-11-07,Away,L,-19,NOH,Western,1,36.58,4,14,0.286,0,4,3,4,4,3,1,0,3,11,2.9,0,0,25
8,2003-04,2003-11-10,Away,L,-10,MEM,Western,1,33.22,5,15,0.333,0,2,9,10,4,5,2,0,6,19,9.6,0,0,25
8,2003-04,2003-11-12,Home,W,15,TOR,Eastern,1,37.05,5,11,0.455,1,1,8,10,3,4,1,0,3,19,13.0,0,0,25
8,2003-04,2003-11-14,Home,W,5,DET,Eastern,1,37.27,6,11,0.545,0,0,4,4,3,1,3,2,1,16,13.7,0,0,25
